52.512169,13.389711
52.509798,13.272977
52.435102,13.540553
52.571564,13.566118
52.577969,13.349747
52.407791,13.559602
52.504538,13.382077
52.447298,13.361177
52.467581,13.489505
52.519951,13.347098
52.493957,13.497509
52.446695,13.524028
52.534314,13.328703
52.513059,13.555035
52.591069,13.442972
52.554754,13.39784
52.447552,13.306041
52.636614,13.492452
52.410919,13.382689
52.505052,13.305212
52.577545,13.315583
52.463578,13.332412
52.470002,13.340598
52.513747,13.520043
52.45709,13.625462
52.632958,13.289564
52.555736,13.525653
52.540724,13.438356
52.48868,13.261944
52.412714,13.574018
52.399539,13.543222
52.522607,13.402358
52.496698,13.290151
52.508273,13.258514
52.625148,13.228667
52.637866,13.205875
52.618165,13.306804
52.457903,13.60148
52.566549,13.513698
52.488314,13.300712
52.544742,13.378726
52.486263,13.360775
52.481038,13.525981
52.615755,13.470081
52.512122,13.58903
52.469168,13.467529
52.458692,13.579543
52.528772,13.455944
52.439034,13.34276
52.387706,13.396358
52.429098,13.328078
52.409956,13.308662
52.443512,13.294141
52.512118,13.61123
52.423816,13.375022
52.543272,13.541524
52.557816,13.554392
52.506454,13.283043
52.498771,13.27045
52.437166,13.23206
52.43121,13.193298
52.531673,13.388794
52.503444,13.484297
52.452269,13.538461
52.511135,13.241111
52.525161,13.393068
52.418373,13.313865
52.510001,13.435747
52.502851,13.469093
52.577603,13.42909
52.510264,13.227196
52.478722,13.474029
52.534751,13.536008
52.510147,13.376656
52.544802,13.427419
52.459239,13.356028
52.451371,13.691655
52.550749,13.548392
52.455961,13.322473
52.501213,13.478699
52.505223,13.319003
52.398563,13.389457
52.439806,13.213986
52.613513,13.24563
52.479811,13.352848
52.454611,13.510149
52.571901,13.380242
52.473822,13.455998
52.534798,13.197477
52.445938,13.562701
52.525806,13.536904
52.524195,13.464884
52.532505,13.20913
52.436187,13.273501
52.448899,13.354077
52.475468,13.365579
52.588805,13.288695
52.513963,13.336235
52.493022,13.460887
52.606814,13.320549
52.421457,13.179099
52.507748,13.450992
52.573266,13.504238
52.51861,13.284237
52.501152,13.283036
52.438571,13.721004
52.581588,13.363284
52.564974,13.39315
52.469058,13.553527
52.492345,13.367986
52.431209,13.259227
52.521512,13.411267
52.525847,13.368924
52.516511,13.381937
52.477366,13.329149
52.513613,13.4753
52.52027,13.387153
52.548637,13.388372
52.479446,13.311843
52.467181,13.431704
52.4781,13.342875
52.5155,13.418027
52.530275,13.299064
52.578169,13.332921
52.510754,13.498228
52.469282,13.443692
52.567281,13.412279
52.50934,13.376454
52.535798,13.199891
52.455066,13.322152
52.549336,13.415138
52.470694,13.385754
52.505889,13.448721
52.542732,13.36606
52.536183,13.343837
52.596392,13.335481
52.512724,13.574536
52.506921,13.332707
52.500086,13.307348
52.560862,13.333502
52.52239,13.414492
52.439641,13.387456
52.589649,13.283821
52.46593,13.385796
52.539161,13.206763
52.542202,13.349534
52.500557,13.336771
52.488654,13.340237
52.487047,13.331355
52.537994,13.396231
52.499517,13.547326
52.532229,13.341417
52.511513,13.305286
52.452743,13.448976
52.486478,13.320545
52.479745,13.425782
52.582139,13.290122
52.467342,13.309276
52.437076,13.447668
52.519908,13.373454
52.497657,13.362452
52.533963,13.596894
52.457695,13.290011
52.511827,13.30942
52.541085,13.41216
52.489529,13.350276
52.504643,13.560762
52.511582,13.322581
52.490201,13.314519
52.515772,13.454085
52.563854,13.364283
52.514771,13.390088
52.471439,13.328676
52.505895,13.512791
52.499587,13.374293
52.491252,13.395382
